Title;Subtitle;Image;Author;Publication;Year;Month;Day;Tag;Reading_Time;Claps;Comment;url;Author_url
Implementing a fully convolutional network (FCN) in TensorFlow 2;A tutorial on building, training and;1;Himanshu Rawlani;Towards Data Science;2020;1;1;deep-learning;11;333;0;https://towardsdatascience.com/implementing-a-fully-convolutional-network-fcn-in-tensorflow-2-3c46fb61de3b?source=tag_archive---------0-----------------------;https://towardsdatascience.com/@himanshurawlani?source=tag_archive---------0-----------------------
Richer Sentence Embeddings using Sentence-BERTPart I;Using naive sentence embeddings from BERT or;1;Founders;Genei;2020;1;1;deep-learning;7;371;0;https://medium.com/genei-technology/richer-sentence-embeddings-using-sentence-bert-part-i-ce1d9e0b1343?source=tag_archive---------1-----------------------;https://medium.com/@GeneiFounders?source=tag_archive---------1-----------------------
GAN Pix2Pix Generative Model;Image-to-image translation with Pix2Pix model;1;Anirudh S;Towards Data Science;2020;1;1;deep-learning;6;81;0;https://towardsdatascience.com/gan-pix2pix-generative-model-c9bf5d691bac?source=tag_archive---------2-----------------------;https://towardsdatascience.com/@baakchsu.sprx77?source=tag_archive---------2-----------------------
Gradient Based Optimizations: Jacobians, Jababians & Hessians;Sometimes we need to find all of the;1;Jake Batsuuri;The Startup;2020;1;1;deep-learning;7;237;0;https://medium.com/swlh/gradient-based-optimizations-jacobians-jababians-hessians-b7cbe62d662d?source=tag_archive---------3-----------------------;https://medium.com/@tbatsorry?source=tag_archive---------3-----------------------
Question Answering with PyTorch Transformers: Part 1;Introduction;1;Paton Wongviboonsin;NaN;2020;1;1;deep-learning;5;180;0;https://medium.com/@patonw/question-answering-with-pytorch-transformers-part-1-8736196bf20e?source=tag_archive---------4-----------------------;https://medium.com/@patonw?source=tag_archive---------4-----------------------
Multi-Layer Perceptron (MLP);NaN;1;Z  Little;NaN;2020;1;1;deep-learning;3;1;0;https://medium.com/@xzz201920/multi-layer-perceptron-mlp-4e5c020fd28a?source=tag_archive---------5-----------------------;https://medium.com/@xzz201920?source=tag_archive---------5-----------------------
Linear Algebra Data Structures and Operations;Linear algebra is incredibly useful for deep learning;1;Jake Batsuuri;Towards Data Science;2020;1;1;deep-learning;7;146;0;https://towardsdatascience.com/linear-algebra-data-structures-and-operations-500d54db3447?source=tag_archive---------6-----------------------;https://towardsdatascience.com/@tbatsorry?source=tag_archive---------6-----------------------
2019s Top Machine Learning Articles;The best written and video content from the year in machine;1;Derrick Mwiti;Heartbeat;2020;1;1;deep-learning;10;59;0;https://heartbeat.fritz.ai/2019s-top-machine-learning-articles-49082b4ca946?source=tag_archive---------7-----------------------;https://heartbeat.fritz.ai/@mwitiderrick?source=tag_archive---------7-----------------------
Smallest Neural Network for Beginners;Building your Intuition on Neural Networks with the help of a;1;Shiva Verma;Towards Data Science;2020;1;1;deep-learning;4;279;0;https://towardsdatascience.com/smallest-neural-network-for-complete-beginners-in-4-mins-5a398b574053?source=tag_archive---------8-----------------------;https://towardsdatascience.com/@shiva-verma?source=tag_archive---------8-----------------------
Memes Detection Android App using Deep Learning;NaN;1;Pranay Sawant;Data Driven Investor;2020;1;1;deep-learning;6;96;0;https://medium.com/datadriveninvestor/memes-detection-android-app-using-deep-learning-d2c65347e6f3?source=tag_archive---------9-----------------------;https://medium.com/@pranaysawant22?source=tag_archive---------9-----------------------
