Title;Subtitle;Image;Author;Publication;Year;Month;Day;Tag;Reading_Time;Claps;Comment;url;Author_url
GAN Pix2Pix Generative Model;Image-to-image translation with Pix2Pix model;1;Anirudh S;Towards Data Science;2020;1;1;Neural Networks;6;81;0;https://towardsdatascience.com/gan-pix2pix-generative-model-c9bf5d691bac?source=tag_archive---------0-----------------------;https://towardsdatascience.com/@baakchsu.sprx77?source=tag_archive---------0-----------------------
Question Answering with PyTorch Transformers: Part 1;Introduction;1;Paton Wongviboonsin;NaN;2020;1;1;Neural Networks;5;180;0;https://medium.com/@patonw/question-answering-with-pytorch-transformers-part-1-8736196bf20e?source=tag_archive---------1-----------------------;https://medium.com/@patonw?source=tag_archive---------1-----------------------
Multi-Layer Perceptron (MLP);NaN;1;Z  Little;NaN;2020;1;1;Neural Networks;3;1;0;https://medium.com/@xzz201920/multi-layer-perceptron-mlp-4e5c020fd28a?source=tag_archive---------2-----------------------;https://medium.com/@xzz201920?source=tag_archive---------2-----------------------
Building My Neural Network From Scratch;Understanding the Nuts and Bolts of Deep Learning in Python;1;Tracy Chang;Towards Data Science;2020;1;1;Neural Networks;4;32;0;https://towardsdatascience.com/building-my-neural-network-from-scratch-cbb97321cb8f?source=tag_archive---------3-----------------------;https://towardsdatascience.com/@b06201018?source=tag_archive---------3-----------------------
Smallest Neural Network for Beginners;Building your Intuition on Neural Networks with the help of a;1;Shiva Verma;Towards Data Science;2020;1;1;Neural Networks;4;279;0;https://towardsdatascience.com/smallest-neural-network-for-complete-beginners-in-4-mins-5a398b574053?source=tag_archive---------4-----------------------;https://towardsdatascience.com/@shiva-verma?source=tag_archive---------4-----------------------
How Generative Adversarial Network Works;Generative adversarial networks or GANs are said to be one of the biggest inventions in;1;Aditya Mohanty;Data Driven Investor;2020;1;1;Neural Networks;4;73;0;https://medium.com/datadriveninvestor/how-generative-adversial-network-works-3ddce0062b9?source=tag_archive---------5-----------------------;https://medium.com/@adityamohanty?source=tag_archive---------5-----------------------
Predicting an Oil and Gas companys stocks using AI (Recurrent Neural Networks): a Keras implementation;NaN;1;Aleem;Analytics Vidhya;2020;1;1;Neural Networks;4;2;0;https://medium.com/analytics-vidhya/predicting-an-oil-and-gas-companys-stocks-using-ai-recurrent-neural-networks-a-keras-f54d1c5a1020?source=tag_archive---------6-----------------------;https://medium.com/@aleemm790?source=tag_archive---------6-----------------------
       ?;NaN;1;Ivan;Ivan s Holocron;2020;1;1;Neural Networks;13;0;0;https://medium.com/ivans-holocron/%D0%BC%D0%BE%D0%B6%D0%BD%D0%BE-%D0%BB%D0%B8-%D0%BF%D1%80%D0%BE%D0%B3%D0%BD%D0%BE%D0%B7%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D1%82%D1%8C-%D1%86%D0%B5%D0%BD%D1%83-%D1%86%D0%B5%D0%BD%D0%BD%D1%8B%D1%85-%D0%B1%D1%83%D0%BC%D0%B0%D0%B3-%D0%BD%D0%B5%D0%B9%D1%80%D0%BE%D0%BD%D0%BD%D0%BE%D0%B9-%D1%81%D0%B5%D1%82%D1%8C%D1%8E-b1a0a64cbd55?source=tag_archive---------7-----------------------;https://medium.com/@oorth?source=tag_archive---------7-----------------------
How to train a neural network on Chrome using tensorflow.js;NaN;1;Sushrut Ashtikar;Towards Data Science;2020;1;2;Neural Networks;4;141;0;https://towardsdatascience.com/how-to-train-a-neural-network-on-chrome-using-tensorflow-js-76dcd1725032?source=tag_archive---------0-----------------------;https://towardsdatascience.com/@novasush?source=tag_archive---------0-----------------------
Introduce Rubix ML, A Machine Learning Library For PHP Language;NaN;1;Muhammad Rafly Indrawan;NaN;2020;1;2;Neural Networks;3;84;0;https://medium.com/@muhammadraflyindrawan/introduce-rubix-ml-a-machine-learning-library-for-php-language-937320919cf8?source=tag_archive---------1-----------------------;https://medium.com/@muhammadraflyindrawan?source=tag_archive---------1-----------------------
