Title;Subtitle;Image;Author;Publication;Year;Month;Day;Tag;Reading_Time;Claps;Comment;url;Author_url
Deep Learning in Java;Java, one of the most popular programming languages in enterprises, finally gets;1;Keerthan Vasist;Towards Data Science;2020;11;1;deep-learning;8;206;0;https://towardsdatascience.com/deep-learning-in-java-d9b54ae1423a?source=tag_archive---------0-----------------------;https://towardsdatascience.com/@keerthanvasist?source=tag_archive---------0-----------------------
The Power of Offline Reinforcement Learning;RL algorithms that could potentially scale to real-world problems;1;Or Rivlin;Towards Data Science;2020;11;1;deep-learning;13;147;0;https://towardsdatascience.com/the-power-of-offline-reinforcement-learning-5e3d3942421c?source=tag_archive---------1-----------------------;https://towardsdatascience.com/@or-rivlin-mail?source=tag_archive---------1-----------------------
Understanding NeRF: Neural Radiance Fields;NaN;1;Varun Bhaseen;The Startup;2020;11;1;deep-learning;9;72;0;https://medium.com/swlh/nerf-neural-radiance-fields-79531da37734?source=tag_archive---------2-----------------------;https://medium.com/@varun-bhaseen?source=tag_archive---------2-----------------------
A Cloud ML first: Googles AI Platform Deep Learning Container with NVIDIA Tensor Core A100 GPU;NaN;1;James Green;Towards Data Science;2020;11;1;deep-learning;7;114;0;https://towardsdatascience.com/a-cloud-ml-first-googles-ai-platform-deep-learning-container-with-nvidia-tensor-core-a100-gpu-53ab9d313d17?source=tag_archive---------3-----------------------;https://towardsdatascience.com/@google-cloud-data?source=tag_archive---------3-----------------------
mltypeTyping practice for programmers;mltype is a command line tool for improving typing skills. It does so with a tiny bit of;1;Jan Krepl;Towards Data Science;2020;11;1;deep-learning;3;114;0;https://towardsdatascience.com/mltype-typing-practice-for-programmers-ae580cce693f?source=tag_archive---------4-----------------------;https://towardsdatascience.com/@kjan.official?source=tag_archive---------4-----------------------
Understanding SPPNet for Object Detection and Classification;SPPNet allows variable size input image;1;Parth Rajesh Dedhia;Towards Data Science;2020;11;1;deep-learning;9;38;0;https://towardsdatascience.com/understanding-sppnet-for-object-detection-and-classification-682d6d2bdfb?source=tag_archive---------5-----------------------;https://towardsdatascience.com/@parthdedhia?source=tag_archive---------5-----------------------
Scanning and converting old black and white film negatives to color images using DeepAI;NaN;1;Ruben Van Paemel;Towards Data Science;2020;11;1;deep-learning;4;52;0;https://towardsdatascience.com/scanning-and-converting-old-black-and-white-film-negatives-to-color-images-using-deepai-5eb9c549d34a?source=tag_archive---------6-----------------------;https://towardsdatascience.com/@Ruben.VanPaemel?source=tag_archive---------6-----------------------
NaN;Building biologically;1;TDS Editors;Towards Data Science;2020;11;1;deep-learning;3;68;0;https://towardsdatascience.com/november-edition-the-power-of-deep-learning-74e8182ee4f1?source=tag_archive---------7-----------------------;https://towardsdatascience.com/@towardsdatascience?source=tag_archive---------7-----------------------
Chest X-Ray Medical Report Generation Using Deep Learning;NaN;1;Sezaz Qureshi;NaN;2020;11;1;deep-learning;26;13;0;https://medium.com/@sezazqureshi/chest-x-ray-medical-report-generation-using-deep-learning-bf39cc487b88?source=tag_archive---------8-----------------------;https://medium.com/@sezazqureshi?source=tag_archive---------8-----------------------
ResNet Implementation with PyTorch from Scratch;NaN;1;Niko Gamulin;NaN;2020;11;1;deep-learning;4;12;0;https://medium.com/@niko-gamulin/resnet-implementation-with-pytorch-from-scratch-23cf3047cb93?source=tag_archive---------9-----------------------;https://medium.com/@niko-gamulin?source=tag_archive---------9-----------------------
Run StyleGAN2 ADA on an AWS Spot Instance in No Time;Running StyleGAN2 on AWS to play with pre-trained;1;Oleg Polosin;Towards Data Science;2020;11;1;deep-learning;4;410;0;https://towardsdatascience.com/run-stylegan2-ada-on-an-aws-spot-instance-in-no-time-d2022fc1e119?source=tag_archive---------10-----------------------;https://towardsdatascience.com/@apls?source=tag_archive---------10-----------------------
NLP in the Real World: Google Duplex;With all the recent advances in NLP, its refreshing to see new;1;Jerry Wei;Towards Data Science;2020;11;1;deep-learning;4;25;0;https://towardsdatascience.com/nlp-in-the-real-world-google-duplex-d96160d3770b?source=tag_archive---------11-----------------------;https://towardsdatascience.com/@jerry-wei?source=tag_archive---------11-----------------------
