Title;Subtitle;Image;Author;Publication;Year;Month;Day;Tag;Reading_Time;Claps;Comment;url;Author_url
Neural Networks Ensemble;Different ways to Combine your Deep Learning Models;1;Marco Cerliani;Towards Data Science;2020;7;1;Neural Networks;5;150;0;https://towardsdatascience.com/neural-networks-ensemble-33f33bea7df3?source=tag_archive---------0-----------------------;https://towardsdatascience.com/@cerlymarco?source=tag_archive---------0-----------------------
Building a Deep Learning model with Pytorch to classify fruits and vegetables;NaN;1;Jose Dominic;The Startup;2020;7;1;Neural Networks;8;18;0;https://medium.com/swlh/building-a-deep-learning-model-with-pytorch-to-classify-fruits-and-vegetables-30e1a8ffbe8c?source=tag_archive---------1-----------------------;https://medium.com/@josudominic007?source=tag_archive---------1-----------------------
I Finally Understood Backpropagation: And you can too;Why the gradient is the direction of steepest;1;Kofi Asiedu Brempong;Towards Data Science;2020;7;1;Neural Networks;8;67;0;https://towardsdatascience.com/i-finally-understood-backpropagation-and-you-can-too-44f7dd98ff52?source=tag_archive---------2-----------------------;https://towardsdatascience.com/@kaybrempong?source=tag_archive---------2-----------------------
Move aside Keras Generator. Its time for TF.DATA + Albumentations;Is it time to move from the Keras;1;AI Bharata;AI In Plain English;2020;7;1;Neural Networks;5;42;0;https://medium.com/ai-in-plain-english/move-aside-keras-generator-its-time-for-tf-data-albumentations-284d373709a9?source=tag_archive---------3-----------------------;https://medium.com/@aibharata?source=tag_archive---------3-----------------------
Classifying Audio using PyTorch.;Performing Logistic Regression on the UrbanSound8K Dataset.;1;Aakash;NaN;2020;7;1;Neural Networks;5;118;0;https://medium.com/@aakash__/classifying-audio-using-pytorch-84861f3505ea?source=tag_archive---------4-----------------------;https://medium.com/@aakash__?source=tag_archive---------4-----------------------
Meme Vision: the science of classifying memes;Image recognition does not always require neural nets;1;Gareth Morinan;Towards Data Science;2020;7;1;Neural Networks;3;177;0;https://towardsdatascience.com/meme-vision-framework-e90a9a7a4187?source=tag_archive---------5-----------------------;https://towardsdatascience.com/@g.morinan?source=tag_archive---------5-----------------------
Pytorch 101An Introduction to Deep Learning;A gentle Introduction to Neural networks using Pytorch;1;Antony Pradeep Clement;IET-VIT;2020;7;1;Neural Networks;7;49;0;https://medium.com/iet-vit/pytorch-101-an-introduction-to-deep-learning-5797272fa618?source=tag_archive---------6-----------------------;https://medium.com/@antonypradeepc20?source=tag_archive---------6-----------------------
Flower Classification using Transfer Learning and CNN (Step-by-Step);NaN;1;MichaelChiaYin;Jovian;2020;7;1;Neural Networks;6;6;0;https://medium.com/jovianml/flower-classification-using-transfer-learning-and-cnn-step-by-step-e16c7966305e?source=tag_archive---------7-----------------------;https://medium.com/@edsenmichaelcy?source=tag_archive---------7-----------------------
Neural Networks in Python;3 ways to get started with multi-layered perceptrons;1;Matt von Rohr;Python In Plain English;2020;7;1;Neural Networks;8;43;0;https://medium.com/python-in-plain-english/neural-networks-in-python-3-ways-to-get-started-with-multi-layered-perceptrons-20c44e22ae05?source=tag_archive---------8-----------------------;https://medium.com/@mattvonrohr?source=tag_archive---------8-----------------------
Character Recognition of SVHN Dataset Images;SVHN dataset is similar to MNIST dataset which consists of cropped digits from;1;Rajasekhar Nannapaneni;Jovian;2020;7;1;Neural Networks;4;24;0;https://medium.com/jovianml/character-recognition-of-svhn-dataset-images-15db076c535e?source=tag_archive---------9-----------------------;https://medium.com/@raja.nannapaneni?source=tag_archive---------9-----------------------
