Title;Subtitle;Image;Author;Publication;Year;Month;Day;Tag;Reading_Time;Claps;Comment;url;Author_url
GPT3 Empowered Recommendation System;A low-code no ML setup!;1;Cheng He;The Startup;2020;9;4;Artificial-Intelligence;4;151;0;https://medium.com/swlh/gpt3-empowered-recommendation-system-ba4bad29276b?source=tag_archive---------0-----------------------;https://medium.com/@chengh?source=tag_archive---------0-----------------------
Visualize How a Neural Network Works from Scratch;You can better understand how neural network works;1;Angela Shi;Towards Data Science;2020;9;4;Artificial-Intelligence;10;349;0;https://towardsdatascience.com/visualize-how-a-neural-network-works-from-scratch-3c04918a278?source=tag_archive---------1-----------------------;https://towardsdatascience.com/@angela.shi?source=tag_archive---------1-----------------------
Border Patrol Used Facial Recognition to Scan More Than 16 Million Fliersand Caught 7 Imposters;NaN;1;Dave Gershgorn;OneZero;2020;9;4;Artificial-Intelligence;5;241;0;https://onezero.medium.com/border-patrol-used-facial-recognition-to-scan-more-than-16-million-fliers-and-caught-7-imposters-21332a5c9c40?source=tag_archive---------2-----------------------;https://onezero.medium.com/@dave?source=tag_archive---------2-----------------------
Understanding Artificial Neural Networks;Examining the fundamentals of deep learning models and neural;1;Trist'n Joseph;Towards Data Science;2020;9;4;Artificial-Intelligence;6;102;0;https://towardsdatascience.com/understanding-artificial-neural-networks-3fc3cbcd397d?source=tag_archive---------3-----------------------;https://towardsdatascience.com/@trisxcjoseph?source=tag_archive---------3-----------------------
NaN;Want to start a successful;1;Bharath K;Towards Data Science;2020;9;4;Artificial-Intelligence;7;314;0;https://towardsdatascience.com/6-best-startup-choices-with-artificial-intelligence-360260ccf89e?source=tag_archive---------4-----------------------;https://towardsdatascience.com/@bharath-k1297?source=tag_archive---------4-----------------------
A Practical Guide for Data Visualization;Relational, categorical, and distribution plots with;1;Soner Y ld r m;Towards Data Science;2020;9;4;Artificial-Intelligence;5;181;0;https://towardsdatascience.com/a-practical-guide-for-data-visualization-9f1a87c0a4c2?source=tag_archive---------5-----------------------;https://towardsdatascience.com/@sonery?source=tag_archive---------5-----------------------
The Art of Language;What Neuralinks brain-to-machine communication cant express;1;Liz Rios Hall;Curious;2020;9;4;Artificial-Intelligence;15;1.4K;0;https://medium.com/curious/the-art-of-language-9589f8d867f4?source=tag_archive---------6-----------------------;https://medium.com/@lizrioshall?source=tag_archive---------6-----------------------
A Gentle Introduction to Meta-Learning;A quick overview of the different types of meta-learning methods;1;Jesus Rodriguez;The Startup;2020;9;4;Artificial-Intelligence;4;285;0;https://medium.com/swlh/a-gentle-introduction-to-meta-learning-8c7d0c94642a?source=tag_archive---------7-----------------------;https://medium.com/@jrodthoughts?source=tag_archive---------7-----------------------
Kaggle 3rd Place SolutionJigsaw Multilingual Toxic Comment Classification;Approach, Learnings, and;1;Moiz Saifee;Towards Data Science;2020;9;4;Artificial-Intelligence;6;174;0;https://towardsdatascience.com/kaggle-3rd-place-solution-jigsaw-multilingual-toxic-comment-classification-e36d7d194bfb?source=tag_archive---------8-----------------------;https://towardsdatascience.com/@moiz.saifee?source=tag_archive---------8-----------------------
Exploring the Simple & Satisfying Math Behind Regularization;The fascinating defense against;1;Andre Ye;Towards Data Science;2020;9;4;Artificial-Intelligence;6;106;0;https://towardsdatascience.com/exploring-the-simple-satisfying-math-behind-regularization-2c947755d19f?source=tag_archive---------9-----------------------;https://towardsdatascience.com/@andre-ye?source=tag_archive---------9-----------------------
