Title;Subtitle;Image;Author;Publication;Year;Month;Day;Tag;Reading_Time;Claps;Comment;url;Author_url
Building a Neural Network From Scratch Using Python (Part 1);Write every line of code and understand;1;Rising Odegua;Heartbeat;2020;4;1;Neural Networks;25;389;0;https://heartbeat.fritz.ai/building-a-neural-network-from-scratch-using-python-part-1-6d399df8d432?source=tag_archive---------0-----------------------;https://heartbeat.fritz.ai/@risingdeveloper?source=tag_archive---------0-----------------------
Painting Pixel Art With Machine Learning;Using GANs to aid real artists to finish a game faster;1;Ygor Rebou as Serpa;Towards Data Science;2020;4;1;Neural Networks;12;199;0;https://towardsdatascience.com/painting-pixel-art-with-machine-learning-5d21b260486?source=tag_archive---------1-----------------------;https://towardsdatascience.com/@ygorrebouasserpa?source=tag_archive---------1-----------------------
[PyTorch] 1. Transform, ImageFolder, DataLoader;Transform, ImageFolder and DataLoader class;1;Jun;jun-devpBlog;2020;4;1;Neural Networks;2;49;0;https://medium.com/jun-devpblog/pytorch-1-transform-imagefolder-dataloader-7f75f0a460c0?source=tag_archive---------2-----------------------;https://medium.com/@lhj940825?source=tag_archive---------2-----------------------
Steps to building a Poker AIPart 1: Outline and History;NaN;1;Thomas Trenner;AI In Plain English;2020;4;1;Neural Networks;2;18;0;https://medium.com/ai-in-plain-english/steps-to-building-a-poker-ai-part-1-outline-and-history-58fbedaf6ded?source=tag_archive---------3-----------------------;https://medium.com/@thomas.trenner?source=tag_archive---------3-----------------------
Neural network pruning with simulated annealing;NaN;1;Octavio Gonzalez-Lugo;NaN;2020;4;1;Neural Networks;4;109;0;https://medium.com/@tavoglc/neural-network-pruning-with-simulated-annealing-811b1a948223?source=tag_archive---------4-----------------------;https://medium.com/@tavoglc?source=tag_archive---------4-----------------------
Neural Style Transfer (AI in art) with Keras and TF2;NaN;1;Anand;Data Driven Investor;2020;4;1;Neural Networks;6;368;0;https://medium.com/datadriveninvestor/neural-style-transfer-ai-in-art-with-keras-and-tf2-34392aeaeb39?source=tag_archive---------5-----------------------;https://medium.com/@anand0427?source=tag_archive---------5-----------------------
Introduction to Neural Networks;Wouldnt it be cool if we could somehow mimic the human brain, figure out the basic concept of how and;1;Ziyan Karmali;Techloop;2020;4;1;Neural Networks;8;385;0;https://medium.com/techloop/introduction-to-neural-networks-f1d14767e0c4?source=tag_archive---------6-----------------------;https://medium.com/@ziyankarmali786?source=tag_archive---------6-----------------------
Monthly ML: Data Science & Machine Learning Wrap-UpMarch 2020;NaN;1;Amy Peniston;NaN;2020;4;1;Neural Networks;5;30;0;https://medium.com/@amypeniston/monthly-ml-data-science-machine-learning-wrap-up-march-2020-5746f8f10e8b?source=tag_archive---------7-----------------------;https://medium.com/@amypeniston?source=tag_archive---------7-----------------------
D4S Sunday Briefing #44;A weekly newsletter with the latest developments in Data Science and Machine;1;Bruno Gon alves;Data For Science;2020;4;1;Neural Networks;3;0;0;https://medium.com/data-for-science/d4s-sunday-briefing-44-dd5eb4aa1755?source=tag_archive---------8-----------------------;https://medium.com/@bgoncalves?source=tag_archive---------8-----------------------
Introduccin al aprendizaje profundo (Deep Learning);NaN;1;Sebasti n Gerard Aguilar Kleimann;Data Science Street;2020;4;1;Neural Networks;3;0;0;https://medium.com/estudio-de-datos/introducci%C3%B3n-al-aprendizaje-profundo-deep-learning-b9e1c9981988?source=tag_archive---------9-----------------------;https://medium.com/@sgerardak?source=tag_archive---------9-----------------------
