Title;Subtitle;Image;Author;Publication;Year;Month;Day;Tag;Reading_Time;Claps;Comment;url;Author_url
Understanding Batch Normalization for Neural Networks;Discover how batch normalization can make your;1;Emrick Sinitambirivoutin;Towards Data Science;2020;3;1;deep-learning;7;89;0;https://towardsdatascience.com/understanding-batch-normalization-for-neural-networks-1cd269786fa6?source=tag_archive---------0-----------------------;https://towardsdatascience.com/@e.birivoutin?source=tag_archive---------0-----------------------
Rookie errors in machine learning;Or, how not to screw up;1;Archy de Berker;Towards Data Science;2020;3;1;deep-learning;17;317;0;https://towardsdatascience.com/rookie-errors-in-machine-learning-bc1c627f2789?source=tag_archive---------1-----------------------;https://towardsdatascience.com/@archydeberker?source=tag_archive---------1-----------------------
Building Neural Network Framework in C using Backpropagation;Basic Implementation of Neural Network;1;Mayur Bhole;Analytics Vidhya;2020;3;1;deep-learning;4;142;0;https://medium.com/analytics-vidhya/building-neural-network-framework-in-c-using-backpropagation-8ad589a0752d?source=tag_archive---------2-----------------------;https://medium.com/@mayurbhole123?source=tag_archive---------2-----------------------
Classification with Classic LSTMVisual Description and Pytorch Code;I was thinking about writing;1;Ananda Mohon Ghosh;Analytics Vidhya;2020;3;1;deep-learning;4;3;0;https://medium.com/analytics-vidhya/classification-with-classic-lstm-visual-description-and-pytorch-code-d7d734573fbb?source=tag_archive---------3-----------------------;https://medium.com/@anandamohonghosh?source=tag_archive---------3-----------------------
Deep Interest Network for CTR Prediction | Paper Review, Explanation and Implementation;NaN;1;Shaurya Uppal;Data Driven Investor;2020;3;1;deep-learning;7;51;0;https://medium.com/datadriveninvestor/deep-interest-network-for-ctr-prediction-paper-review-explanation-and-implementation-6a47ffa8b90?source=tag_archive---------4-----------------------;https://medium.com/@shauryauppal?source=tag_archive---------4-----------------------
Foundations of Data Science;Nowadays, all of us have heard that Data is the new oil and the Data Science is the combustion engine that;1;Parveen Khurana;NaN;2020;3;1;deep-learning;19;9;0;https://medium.com/@prvnk10/foundations-of-data-science-53c57174272e?source=tag_archive---------5-----------------------;https://medium.com/@prvnk10?source=tag_archive---------5-----------------------
Support Vector Machines (SVM) Explained!;What are the Support Vector Machines? Explained here!;1;Jelaleddin Sultanov;AI  Theory, Practice, Business;2020;3;1;deep-learning;7;166;0;https://medium.com/ai%C2%B3-theory-practice-business/support-vector-machines-svm-1f8ad9adabf7?source=tag_archive---------6-----------------------;https://medium.com/@greatphilosopher98?source=tag_archive---------6-----------------------
Last Week in AI;Every week, Invector Labs publishes a newsletter that covers the most recent developments in AI research and technology. You can;1;Jesus Rodriguez;NaN;2020;3;1;deep-learning;3;135;0;https://medium.com/@jrodthoughts/last-week-in-ai-8db5d5ce0b62?source=tag_archive---------7-----------------------;https://medium.com/@jrodthoughts?source=tag_archive---------7-----------------------
(8)Autoencoder(AE);;0;Yanwei Liu;NaN;2020;3;1;deep-learning;5;0;0;https://medium.com/@yanwei-liu/%E6%B7%B1%E5%BA%A6%E5%AD%B8%E7%BF%92%E7%AD%86%E8%A8%98-8-autoencoder%E8%87%AA%E7%B7%A8%E7%A2%BC%E5%99%A8-ae-97eff2b4280a?source=tag_archive---------8-----------------------;https://medium.com/@yanwei-liu?source=tag_archive---------8-----------------------
How to build image search engine with deep learning;NaN;1;on giant shoulders;NaN;2020;3;1;deep-learning;3;12;0;https://medium.com/@nguyenvanthanhhust/how-to-build-image-search-engine-with-deep-learning-2f01017b5eab?source=tag_archive---------9-----------------------;https://medium.com/@nguyenvanthanhhust?source=tag_archive---------9-----------------------
(6)CNN;;0;Yanwei Liu;NaN;2020;3;1;deep-learning;2;0;0;https://medium.com/@yanwei-liu/%E6%B7%B1%E5%BA%A6%E5%AD%B8%E7%BF%92%E7%AD%86%E8%A8%98-6-%E5%8D%B7%E7%A9%8D%E7%A5%9E%E7%B6%93%E7%B6%B2%E8%B7%AFcnn-793748eeef5?source=tag_archive---------10-----------------------;https://medium.com/@yanwei-liu?source=tag_archive---------10-----------------------
Attention in NLP;NaN;1;Jihyung Moon;NaN;2020;3;1;deep-learning;6;0;0;https://medium.com/@inmoonlight/attention-in-nlp-2aefe41c9c98?source=tag_archive---------11-----------------------;https://medium.com/@inmoonlight?source=tag_archive---------11-----------------------
Kaggle Competition: Understanding Clouds from Satellite Images: Creating segmentation label masks: Part 1;NaN;1;Keyur Paralkar;NaN;2020;3;1;deep-learning;5;23;0;https://medium.com/@keur.plkar/kaggle-competition-understanding-clouds-from-satellite-images-creating-segmentation-label-masks-b7cb6666e750?source=tag_archive---------12-----------------------;https://medium.com/@keur.plkar?source=tag_archive---------12-----------------------
Learning Generative Adversarial Networks (GANs);NaN;1;Aamir Jarda;Analytics Vidhya;2020;3;1;deep-learning;7;101;0;https://medium.com/analytics-vidhya/learning-generative-adversarial-networks-gans-6036a612a370?source=tag_archive---------13-----------------------;https://medium.com/@aamirjarda?source=tag_archive---------13-----------------------
Tensorflow 2.0from preprocessing to serving (Part 1);NaN;1;Tanmay Thakur;Data Driven Investor;2020;3;1;deep-learning;5;90;0;https://medium.com/datadriveninvestor/tensorflow-2-0-from-preprocessing-to-serving-part-1-52e81fdcd46d?source=tag_archive---------14-----------------------;https://medium.com/@tanmaythakurbrn2rule?source=tag_archive---------14-----------------------
Hazr myz ? (I)Kafama Taklan Sorular;NaN;1;O uzAras;NaN;2020;3;1;deep-learning;4;25;0;https://medium.com/@oguzhamurculu/haz%C4%B1r-m%C4%B1y%C4%B1z-65988474382f?source=tag_archive---------15-----------------------;https://medium.com/@oguzhamurculu?source=tag_archive---------15-----------------------
Utilizing Deep Q learning to make a Chromes Dino game bot;NaN;1;Anshuman Dubey;NaN;2020;3;1;deep-learning;9;1;0;https://medium.com/@imanshumandubey/utilizing-deep-q-learning-to-make-a-chromes-dino-game-bot-d2c1e3d0308e?source=tag_archive---------16-----------------------;https://medium.com/@imanshumandubey?source=tag_archive---------16-----------------------
Deep Learning and Patterns RecognitionNhn dng cc Hnh mu thng qua m hnh Deep Learning (1);NaN;1;Andrew Bui;NaN;2020;3;1;deep-learning;9;1;0;https://medium.com/@trongan93/deep-learning-and-patterns-recognition-nh%E1%BA%ADn-d%E1%BA%A1ng-c%C3%A1c-h%C3%ACnh-m%E1%BA%ABu-th%C3%B4ng-qua-m%C3%B4-h%C3%ACnh-deep-learning-1-12d0f73ae6fe?source=tag_archive---------17-----------------------;https://medium.com/@trongan93?source=tag_archive---------17-----------------------
Transfer Learning in Deep Learning AI PM Modi Vs President Trump Classification;Introduction:;1;Akshay Bhor.an Data Scientist;NaN;2020;3;1;deep-learning;3;52;0;https://medium.com/@akshay-bhor/transfer-learning-in-deep-learning-ai-pm-modi-vs-president-trump-classification-2c8f26f033a8?source=tag_archive---------18-----------------------;https://medium.com/@akshay-bhor?source=tag_archive---------18-----------------------
(7)CNNCifar10;https://colab.research.google.com/drive/1tLopzKlji9hvQ9grcX1zWO2sOT5xZn97;0;Yanwei Liu;NaN;2020;3;1;deep-learning;0;0;0;https://medium.com/@yanwei-liu/%E6%B7%B1%E5%BA%A6%E5%AD%B8%E7%BF%92%E7%AD%86%E8%A8%98-7-%E4%BD%BF%E7%94%A8cnn%E5%AF%A6%E4%BD%9Ccifar10%E5%9C%96%E7%89%87%E9%9B%86-5a818c3f728d?source=tag_archive---------19-----------------------;https://medium.com/@yanwei-liu?source=tag_archive---------19-----------------------
How to differentiate between a Zeelander 44, 55 and 72?;One day, your life might depend on being able;1;Pedro Kostelec;NaN;2020;3;1;deep-learning;2;0;0;https://medium.com/@pedro.kostelec/how-to-differentiate-between-a-zeelander-44-55-and-72-4012e33c259?source=tag_archive---------20-----------------------;https://medium.com/@pedro.kostelec?source=tag_archive---------20-----------------------
Pytorch-Deep learning Api to build models.;https://colab.research.google.com/drive/1J7ryr2j-NFuvZUKWBALp7Pqu4KkwLZqZ#scrollTo=o5U;1;Vignesh;NaN;2020;3;1;deep-learning;2;3;0;https://medium.com/@babugandham1947/pytorch-deep-learning-api-to-build-models-916ed0dd81e9?source=tag_archive---------21-----------------------;https://medium.com/@babugandham1947?source=tag_archive---------21-----------------------
To foil Russian election interference, I trained a bot to tweet support forTom Steyer;NaN;1;Evan Diewald;NaN;2020;3;1;deep-learning;5;0;0;https://medium.com/@evandiewald/to-foil-russian-election-interference-i-trained-a-bot-to-tweet-support-for-tom-steyer-7abf45e60f81?source=tag_archive---------22-----------------------;https://medium.com/@evandiewald?source=tag_archive---------22-----------------------
Thanks for the tutorial, you really helped me train my first object detection classifier.;NaN;0;Zakaria Boukaddouss;NaN;2020;3;1;deep-learning;1;2;1;https://medium.com/datadriveninvestor/how-to-train-your-own-custom-model-with-tensorflow-object-detection-api-and-deploy-it-into-android-aeacab7fa76f?source=tag_archive---------23-----------------------;https://medium.com/@zakariaboukaddouss?source=tag_archive---------23-----------------------
NaN;NaN;0;Dimitris Poulopoulos;NaN;2020;3;1;deep-learning;0;0;1;https://medium.com/pytorch/torchmeta-a-meta-learning-library-for-pytorch-f76c2b07ca6d?source=tag_archive---------24-----------------------;https://medium.com/@dpoulopoulos?source=tag_archive---------24-----------------------
ResNet CNN Networks | Deep Learning Engineer Italia;NaN;1;Andrea Provino;NaN;2020;3;1;deep-learning;3;0;0;https://medium.com/@andreaprovino/resnet-cnn-networks-deep-learning-engineer-italia-1ba88e154b5b?source=tag_archive---------25-----------------------;https://medium.com/@andreaprovino?source=tag_archive---------25-----------------------
CompressionVAEA Powerful and Versatile Alternative to t-SNE and UMAP;Introducing a fast, easy to;1;Max Frenzel;Towards Data Science;2020;3;2;deep-learning;11;347;0;https://towardsdatascience.com/compressionvae-a-powerful-and-versatile-alternative-to-t-sne-and-umap-5c50898b8696?source=tag_archive---------0-----------------------;https://towardsdatascience.com/@maxfrenzel?source=tag_archive---------0-----------------------
Swish: Booting ReLU from the Activation Function Throne;How Swish Beats ReLU in the Deep Learning;1;Andre Ye;Towards Data Science;2020;3;2;deep-learning;6;270;0;https://towardsdatascience.com/swish-booting-relu-from-the-activation-function-throne-78f87e5ab6eb?source=tag_archive---------1-----------------------;https://towardsdatascience.com/@andre-ye?source=tag_archive---------1-----------------------
NaN;On the Integration of Semantic;1;Giuseppe Futia;Towards Data Science;2020;3;2;deep-learning;3;139;0;https://towardsdatascience.com/knowledge-graphs-for-explainable-ai-dcd73c5c016?source=tag_archive---------2-----------------------;https://towardsdatascience.com/@giuseppefutia?source=tag_archive---------2-----------------------
Outperforming Google Cloud AutoML Vision with Tensorflow;Detecting clouds in satellite images with;1;Shane Keller;Towards Data Science;2020;3;2;deep-learning;20;154;0;https://towardsdatascience.com/outperforming-google-cloud-automl-vision-with-tensorflow-and-google-deep-learning-vm-34a45e3860ae?source=tag_archive---------3-----------------------;https://towardsdatascience.com/@skeller88?source=tag_archive---------3-----------------------
GPU-as-a-Service on KubeFlow: Fast, Scalable and Efficient ML;NaN;1;yaron haviv;Towards Data Science;2020;3;2;deep-learning;8;207;0;https://towardsdatascience.com/gpu-as-a-service-on-kubeflow-fast-scalable-and-efficient-ml-c5783b95d192?source=tag_archive---------4-----------------------;https://towardsdatascience.com/@yaronhaviv?source=tag_archive---------4-----------------------
NLP: Word Embedding Techniques Demystified;Bag-Of-Words vs TF-IDF vs Word2Vec vs Doc2Vec vs Doc2VecC;1;Rabeh Ayari, PhD;Towards Data Science;2020;3;2;deep-learning;9;81;0;https://towardsdatascience.com/nlp-embedding-techniques-51b7e6ec9f92?source=tag_archive---------5-----------------------;https://towardsdatascience.com/@rabah.ayari?source=tag_archive---------5-----------------------
A Gentle Introduction to Cycle Consistent Adversarial Networks;Unpaired image to image translation is;1;Aamir Jarda;Towards Data Science;2020;3;2;deep-learning;8;114;0;https://towardsdatascience.com/a-gentle-introduction-to-cycle-consistent-adversarial-networks-6731c8424a87?source=tag_archive---------6-----------------------;https://towardsdatascience.com/@aamirjarda?source=tag_archive---------6-----------------------
Data Science in Manufacturing: An Overview;In the last couple of years, data science has seen an immense influx in various;1;ODSC Open Data Science;NaN;2020;3;2;deep-learning;7;18;0;https://medium.com/@ODSC/data-science-in-manufacturing-an-overview-e6d648bf9c08?source=tag_archive---------7-----------------------;https://medium.com/@ODSC?source=tag_archive---------7-----------------------
Self-supervised Learning for Medical Image Analysis Using Image Context Restoration;NaN;1;Burak Aybar;Towards Data Science;2020;3;2;deep-learning;9;101;0;https://towardsdatascience.com/self-supervised-learning-for-medical-image-analysis-using-image-context-restoration-557c8c35d27f?source=tag_archive---------8-----------------------;https://towardsdatascience.com/@aybarburak?source=tag_archive---------8-----------------------
Understanding Machine Learning & Deep Learning;Machine learning and deep learning are the hottest;1;DLT Labs;Noteworthy The Journal Blog;2020;3;2;deep-learning;5;23;0;https://blog.usejournal.com/understanding-machine-learning-deep-learning-f5aa95264d61?source=tag_archive---------9-----------------------;https://blog.usejournal.com/@dltlabs?source=tag_archive---------9-----------------------
Building an Incremental Recommender System: Part II;Going above and beyond state-of-the-art with;1;Dimitris Poulopoulos;Towards Data Science;2020;3;2;deep-learning;7;251;0;https://towardsdatascience.com/building-an-incremental-recommender-system-part-ii-2d0e782b2cf6?source=tag_archive---------10-----------------------;https://towardsdatascience.com/@dpoulopoulos?source=tag_archive---------10-----------------------
AI for Comedy: Generative Networks and Latent Spaces;NaN;1;Dirk Meulenbelt;Data Science Lab Amsterdam;2020;3;2;deep-learning;30;64;0;https://medium.com/data-science-lab-amsterdam/ai-for-comedy-generative-networks-and-latent-spaces-4e15d2d71dbb?source=tag_archive---------11-----------------------;https://medium.com/@dirk.meulenbelt?source=tag_archive---------11-----------------------
;Convolutional Neural Network: CNN;1;Olarik Surinta;olarik;2020;3;2;deep-learning;4;0;0;https://medium.com/olarik/%E0%B9%82%E0%B8%84%E0%B8%A3%E0%B8%87%E0%B8%82%E0%B9%88%E0%B8%B2%E0%B8%A2%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%AA%E0%B8%B2%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B8%A2%E0%B8%A1%E0%B9%81%E0%B8%9A%E0%B8%9A%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%A7%E0%B8%A5%E0%B8%B9%E0%B8%8A%E0%B8%B1%E0%B8%99-4e9e3a7a39bf?source=tag_archive---------12-----------------------;https://medium.com/@mrolarik?source=tag_archive---------12-----------------------
Link Prediction With PyTorch BigGraph;In previous post we talked about Graph Representation and Network Embeddings. In this post, well talk about an paper implementation: PyTorch-BigGraph from Facebook (github link), particularly about how they train and use the network embedding to perform link;0;Jenny Ching;NaN;2020;3;2;deep-learning;2;3;0;https://medium.com/@tzuruey/link-prediction-with-pytorch-biggraph-768e8aab7af3?source=tag_archive---------13-----------------------;https://medium.com/@tzuruey?source=tag_archive---------13-----------------------
Stock Price Prediction and Forecasting via an Object Oriented Programming;NaN;1;Abdullah Karasan;Datajarlabs;2020;3;2;deep-learning;10;3;0;https://medium.com/datajarlabs/stock-price-prediction-and-forecasting-via-an-object-oriented-programming-5284fd9f220f?source=tag_archive---------14-----------------------;https://medium.com/@abdullahkarasan?source=tag_archive---------14-----------------------
(9)RNNLSTMGRU;;0;Yanwei Liu;NaN;2020;3;2;deep-learning;3;1;0;https://medium.com/@yanwei-liu/%E6%B7%B1%E5%BA%A6%E5%AD%B8%E7%BF%92%E7%AD%86%E8%A8%98-9-rnn-lstm-gru-7a1f48a811bc?source=tag_archive---------15-----------------------;https://medium.com/@yanwei-liu?source=tag_archive---------15-----------------------
Announcing A4N: The Artificial Neural Network News Network;NaN;1;Jon Krohn;NaN;2020;3;2;deep-learning;4;99;0;https://medium.com/@jonkrohn/announcing-a4n-the-artificial-neural-network-news-network-6c1cf4814dff?source=tag_archive---------16-----------------------;https://medium.com/@jonkrohn?source=tag_archive---------16-----------------------
Thesis: ;NaN;1;Olarik Surinta;olarik;2020;3;2;deep-learning;3;1;0;https://medium.com/olarik/thesis-%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%A2%E0%B8%B8%E0%B8%81%E0%B8%95%E0%B9%8C%E0%B9%83%E0%B8%8A%E0%B9%89%E0%B9%80%E0%B8%97%E0%B8%84%E0%B8%99%E0%B8%B4%E0%B8%84%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B9%80%E0%B8%A3%E0%B8%B5%E0%B8%A2%E0%B8%99%E0%B8%A3%E0%B8%B9%E0%B9%89%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A5%E0%B8%B6%E0%B8%81%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%A3%E0%B8%B9%E0%B9%89%E0%B8%88%E0%B8%B3%E0%B8%9E%E0%B8%A3%E0%B8%A3%E0%B8%93%E0%B9%84%E0%B8%A1%E0%B9%89%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%AD%E0%B8%A2%E0%B8%B9%E0%B9%88%E0%B9%83%E0%B8%99%E0%B8%AA%E0%B8%B4%E0%B9%88%E0%B8%87%E0%B9%81%E0%B8%A7%E0%B8%94%E0%B8%A5%E0%B9%89%E0%B8%AD%E0%B8%A1%E0%B8%97%E0%B8%B2%E0%B8%87%E0%B8%98%E0%B8%A3%E0%B8%A3%E0%B8%A1%E0%B8%8A%E0%B8%B2%E0%B8%95%E0%B8%B4-7923fb0ede74?source=tag_archive---------17-----------------------;https://medium.com/@mrolarik?source=tag_archive---------17-----------------------
