Title;Subtitle;Image;Author;Publication;Year;Month;Day;Tag;Reading_Time;Claps;Comment;url;Author_url
Understanding Probability And Statistics: The Essentials Of Probability For Data Scientists;NaN;1;Farhad Malik;Towards Data Science;2020;3;1;Machine-Learning;18;721;0;https://towardsdatascience.com/understanding-probability-and-statistics-the-essentials-of-probability-for-data-scientists-459d61a8da44?source=tag_archive---------0-----------------------;https://towardsdatascience.com/@farhadmalik?source=tag_archive---------0-----------------------
A Complete Guide to Exploratory Data Analysis and Data Cleaning;Investing your time to thoroughly;1;Nick Vega;The Startup;2020;3;1;Machine-Learning;11;994;0;https://medium.com/swlh/a-complete-guide-to-exploratory-data-analysis-and-data-cleaning-dd282925320f?source=tag_archive---------1-----------------------;https://medium.com/@nvega_1989?source=tag_archive---------1-----------------------
Machine learning beats BTC/USDT on unseen data, even with transaction fees and slippage.;NaN;1;Micha  Balcerak;Towards Data Science;2020;3;1;Machine-Learning;11;409;0;https://towardsdatascience.com/machine-learning-beats-btc-usdt-on-unseen-data-even-with-transaction-fees-and-slippage-caa5e7a40caf?source=tag_archive---------2-----------------------;https://towardsdatascience.com/@balcerak?source=tag_archive---------2-----------------------
Understanding Batch Normalization for Neural Networks;Discover how batch normalization can make your;1;Emrick Sinitambirivoutin;Towards Data Science;2020;3;1;Machine-Learning;7;89;0;https://towardsdatascience.com/understanding-batch-normalization-for-neural-networks-1cd269786fa6?source=tag_archive---------3-----------------------;https://towardsdatascience.com/@e.birivoutin?source=tag_archive---------3-----------------------
Time series forecasting with AdaBoost, random forests and XGBoost;What we can learn from data science;1;Julia Nikulski;Towards Data Science;2020;3;1;Machine-Learning;12;102;0;https://towardsdatascience.com/go-highly-accurate-or-go-home-61828afb0b13?source=tag_archive---------4-----------------------;https://towardsdatascience.com/@julia.nikulski?source=tag_archive---------4-----------------------
Rookie errors in machine learning;Or, how not to screw up;1;Archy de Berker;Towards Data Science;2020;3;1;Machine-Learning;17;317;0;https://towardsdatascience.com/rookie-errors-in-machine-learning-bc1c627f2789?source=tag_archive---------5-----------------------;https://towardsdatascience.com/@archydeberker?source=tag_archive---------5-----------------------
Python HOW: Starting with Docker;An easy to follow, step by step guide to get you starting with Docker;1;Gabriel Harris Ph.D.;The Startup;2020;3;1;Machine-Learning;6;218;0;https://medium.com/swlh/python-how-starting-with-docker-d2be73d9ae92?source=tag_archive---------6-----------------------;https://medium.com/@drgabrielharris?source=tag_archive---------6-----------------------
How to Get More YouTube Views with Machine Learning techniques;Step-by-Step process on Popular Fitness;1;Lianne Justin Just into Data;Towards Data Science;2020;3;1;Machine-Learning;14;84;0;https://towardsdatascience.com/how-to-get-more-youtube-views-with-machine-learning-techniques-9e7000f6fcf7?source=tag_archive---------7-----------------------;https://towardsdatascience.com/@justintodata?source=tag_archive---------7-----------------------
Poke-Agent: Pokemon Battling & Reinforcement Learning;Machine learning models have beaten humans at;1;Caleb Lewis;Towards Data Science;2020;3;1;Machine-Learning;5;358;0;https://towardsdatascience.com/poke-agent-pokemon-battling-reinforcement-learning-27ef10885c5c?source=tag_archive---------8-----------------------;https://towardsdatascience.com/@caleb.dre?source=tag_archive---------8-----------------------
Can we perform NLP on unfamiliar (natural) languages?;Is generating sentences in Bulgarian easier than;1;Kyosuke Morita;Towards Data Science;2020;3;1;Machine-Learning;13;87;0;https://towardsdatascience.com/can-we-perform-nlp-on-unfamiliar-natural-languages-138f6ea4af13?source=tag_archive---------9-----------------------;https://towardsdatascience.com/@kyosuke1029?source=tag_archive---------9-----------------------
2019 Novel Coronavirus: Peoples Thoughts;A simple sentiment analysis of 2019 novel coronavirus;1;Vijini Mallawaarachchi;Towards Data Science;2020;3;1;Machine-Learning;4;57;0;https://towardsdatascience.com/2019-novel-coronavirus-peoples-thoughts-8c06c3caf20e?source=tag_archive---------10-----------------------;https://towardsdatascience.com/@vijini?source=tag_archive---------10-----------------------
NaN;NaN;1;Vitalii Dodonov;Towards Data Science;2020;3;1;Machine-Learning;9;10;0;https://towardsdatascience.com/effect-of-financial-statement-release-on-stock-prices-97932b2cb05?source=tag_archive---------11-----------------------;https://towardsdatascience.com/@vitddnv?source=tag_archive---------11-----------------------
End-to-End Memory Network : Highlights;To start with, Neural Networks are getting popularity thanks to Siri, Alexa, Cortana and;1;Shwetank Sonal;Analytics Vidhya;2020;3;1;Machine-Learning;5;21;0;https://medium.com/analytics-vidhya/end-to-end-memory-network-highlights-29dba9a6d59b?source=tag_archive---------12-----------------------;https://medium.com/@shwetank3?source=tag_archive---------12-----------------------
Temporal-Difference Methods in Reinforcement Learning;Optimizing value functions by bootstrapping;1;Reuben Kavalov;Towards Data Science;2020;3;1;Machine-Learning;5;126;0;https://towardsdatascience.com/my-journey-into-reinforcement-learning-part-5-temporal-difference-learning-d0cae79e850?source=tag_archive---------13-----------------------;https://towardsdatascience.com/@reubena.kavalov?source=tag_archive---------13-----------------------
NaN;Randomness might;1;Quinn Wang;Towards Data Science;2020;3;1;Machine-Learning;7;25;0;https://towardsdatascience.com/beware-of-the-very-random-forest-680a0c1132de?source=tag_archive---------14-----------------------;https://towardsdatascience.com/@quinn.wang?source=tag_archive---------14-----------------------
Information Bottleneck for NLP (parsing & summarization);NaN;1;Jason C.S. Wu;Jason s NLP Blog;2020;3;1;Machine-Learning;6;81;0;https://medium.com/jasonwu0731/information-bottleneck-for-nlp-parsing-summarization-961418fbb697?source=tag_archive---------15-----------------------;https://medium.com/@jason-wu830731?source=tag_archive---------15-----------------------
Aprendizado No Supervisionado | Reduo de Dimensionalidade;Aplicando PCA e CDA;1;Felipe Augusto de Moraes Machado;Turing Talks;2020;3;1;Machine-Learning;4;626;0;https://medium.com/turing-talks/aprendizado-n%C3%A3o-supervisionado-redu%C3%A7%C3%A3o-de-dimensionalidade-479ecfc464ea?source=tag_archive---------16-----------------------;https://medium.com/@felipe.augusto.machado?source=tag_archive---------16-----------------------
