Title;Subtitle;Image;Author;Publication;Year;Month;Day;Tag;Reading_Time;Claps;Comment;url;Author_url
Three aspects of Deep RL: noise, overestimation and exploration;Noise can be harmful, it can lead to a;1;Rafael Stekolshchik;Towards Data Science;2020;5;1;Neural Networks;11;658;0;https://towardsdatascience.com/three-aspects-of-deep-rl-noise-overestimation-and-exploration-122ffb4bb92b?source=tag_archive---------0-----------------------;https://towardsdatascience.com/@r.stekol?source=tag_archive---------0-----------------------
Can a Convolutional Neural Network diagnose COVID-19 from lungs CT scans?;Convolutional neural;1;Ihor Markevych;Towards Data Science;2020;5;1;Neural Networks;8;14;0;https://towardsdatascience.com/can-a-convolutional-neural-network-diagnose-covid-19-from-lungs-ct-scans-4294e29b72b?source=tag_archive---------1-----------------------;https://towardsdatascience.com/@ih.markevych?source=tag_archive---------1-----------------------
Is AI Going To Transform The World?;What is Artificial Intelligence and how is it going to impact the;1;Archie Shou;Data Driven Investor;2020;5;1;Neural Networks;7;146;0;https://medium.com/datadriveninvestor/is-ai-going-to-transform-the-world-fa61ed30d4f3?source=tag_archive---------2-----------------------;https://medium.com/@archie-shou?source=tag_archive---------2-----------------------
NaN;NaN;0;Nick Saraev;NaN;2020;5;1;Neural Networks;0;13;1;https://towardsdatascience.com/understanding-the-difference-between-ai-ml-and-dl-cceb63252a6c?source=tag_archive---------3-----------------------#8d50;https://medium.com/@nick_wells?source=tag_archive---------3-----------------------
How AI can enhance our memory, work, and social lives;NaN;1;Jae Duk Seo;NaN;2020;5;1;Neural Networks;6;1;0;https://medium.com/@SeoJaeDuk/how-ai-can-enhance-our-memory-work-and-social-lives-b39a5d9b6082?source=tag_archive---------4-----------------------;https://medium.com/@SeoJaeDuk?source=tag_archive---------4-----------------------
Tips and Tricks you should know while coding your own Machine Learning Model;NaN;1;Shreyak;BlockSurvey;2020;5;1;Neural Networks;6;1;0;https://medium.com/blocksurvey/tips-and-tricks-you-should-know-while-coding-your-own-machine-learning-model-17f43001a83e?source=tag_archive---------5-----------------------;https://medium.com/@007shreyak?source=tag_archive---------5-----------------------
Generative Adversarial Network and its Impact on Automation;NaN;1;RAX Automation Suite;Data Driven Investor;2020;5;1;Neural Networks;4;85;0;https://medium.com/datadriveninvestor/generative-adversarial-network-and-its-impact-on-automation-39b9659f47ac?source=tag_archive---------6-----------------------;https://medium.com/@raxsuite?source=tag_archive---------6-----------------------
Getting started with deep learning with PyTorch;NaN;1;tharun reddy;NaN;2020;5;1;Neural Networks;4;1;0;https://medium.com/@tharun_reddy/getting-started-with-deep-learning-with-pytorch-16939409f1a4?source=tag_archive---------7-----------------------;https://medium.com/@tharun_reddy?source=tag_archive---------7-----------------------
NaN;Hopefully, this published story would give you an;1;Agus Prayudi;NaN;2020;5;1;Neural Networks;2;0;0;https://medium.com/@aguspray001/how-to-define-your-needs-on-the-ml-project-before-execution-8efe1e09deb1?source=tag_archive---------8-----------------------;https://medium.com/@aguspray001?source=tag_archive---------8-----------------------
NaN;NaN;0;Chun-kit Ho;NaN;2020;5;1;Neural Networks;4;3;0;https://medium.com/@ckho/ml-paper-challenge-day-20-improving-neural-networks-by-preventing-co-adaptation-of-feature-1a417c423c95?source=tag_archive---------9-----------------------;https://medium.com/@ckho?source=tag_archive---------9-----------------------
NaN;NaN;0;Nick Saraev;NaN;2020;5;1;Neural Networks;0;1;1;https://towardsdatascience.com/deeppavlov-keras-for-natural-language-processing-answers-covid-questions-9da6199c5489?source=tag_archive---------10-----------------------#a4e8;https://medium.com/@nick_wells?source=tag_archive---------10-----------------------
NaN;NaN;0;Nick Saraev;NaN;2020;5;1;Neural Networks;0;5;1;https://towardsdatascience.com/hierarchical-reinforcement-learning-feudal-networks-44e2657526d7?source=tag_archive---------11-----------------------#ecd4;https://medium.com/@nick_wells?source=tag_archive---------11-----------------------
Why TensorFlow 2 is a Big Deal;The learning package learned from its competitors.;1;Ygor Rebou as Serpa;DataSeries;2020;5;2;Neural Networks;7;323;0;https://medium.com/dataseries/why-tensorflow-2-is-a-big-deal-d9fbdf9820ed?source=tag_archive---------0-----------------------;https://medium.com/@ygorrebouasserpa?source=tag_archive---------0-----------------------
Getting Real with Fake News;Detecting fake news using sci-kit learn and deep learning;1;Ria Gandhi;Towards Data Science;2020;5;2;Neural Networks;12;101;0;https://towardsdatascience.com/getting-real-with-fake-news-d4bc033eb38a?source=tag_archive---------1-----------------------;https://towardsdatascience.com/@riagandhi1?source=tag_archive---------1-----------------------
My Experiments with Machine Learning;NaN;1;Rupesh;NaN;2020;5;2;Neural Networks;5;45;0;https://medium.com/@rupeshkumar_9557/my-experiments-with-machine-learning-a385beb5f135?source=tag_archive---------2-----------------------;https://medium.com/@rupeshkumar_9557?source=tag_archive---------2-----------------------
A simplistic description of what Generative Adversarial Networks actually do;Generative Adversarial;1;Akshay Deshpande;The Startup;2020;5;2;Neural Networks;8;177;0;https://medium.com/swlh/a-simplistic-description-of-what-generative-adversarial-networks-actually-do-105a5ca2a729?source=tag_archive---------3-----------------------;https://medium.com/@theuncommonsoul?source=tag_archive---------3-----------------------
Neural Hawkes Process;NaN;0;Kowshik chilamkurthy;Point Processes;2020;5;2;Neural Networks;4;51;0;https://medium.com/point-processes/neural-hawkes-process-1a954136a078?source=tag_archive---------4-----------------------;https://medium.com/@kowshikchilamkurthy?source=tag_archive---------4-----------------------
Machine vs Machine Man;In memory of the The Great Lock down of 2020. Stay home, Stay safe.;1;The car guy;NaN;2020;5;2;Neural Networks;11;4;0;https://medium.com/@mahadevanravi1997/in-memory-of-the-the-great-lock-down-of-2020-stay-home-stay-safe-af97ef99c16f?source=tag_archive---------5-----------------------;https://medium.com/@mahadevanravi1997?source=tag_archive---------5-----------------------
Gossip and Python: WhatsApp convos with my best friend edition!;NaN;1;Viviana M rquez;Python In Plain English;2020;5;2;Neural Networks;5;53;0;https://medium.com/python-in-plain-english/gossip-and-python-whatsapp-convos-with-my-best-friend-edition-665eac7855fa?source=tag_archive---------6-----------------------;https://medium.com/@vivianamarquez?source=tag_archive---------6-----------------------
AI Music and My Existential Crisis;I have no deep philosophy or close analysis to make of OpenAI Jukebox, as much as I have something;1;caroline foley;NaN;2020;5;2;Neural Networks;4;10;0;https://medium.com/@carolinefoley/ai-music-and-my-existential-crisis-36885c4cc073?source=tag_archive---------7-----------------------;https://medium.com/@carolinefoley?source=tag_archive---------7-----------------------
Review: Ibrahim ISM18Neural Networks Based Fractional Pixel Motion Estimation for HEVC (HEVC Inter Prediction);NaN;1;Sik-Ho Tsang;NaN;2020;5;2;Neural Networks;4;6;0;https://medium.com/@sh-tsang/review-ibrahim-ism18-neural-networks-based-fractional-pixel-motion-estimation-for-hevc-hevc-3745c52ea6b4?source=tag_archive---------8-----------------------;https://medium.com/@sh-tsang?source=tag_archive---------8-----------------------
Designing Your AI Deployment;NaN;1;Jae Duk Seo;NaN;2020;5;2;Neural Networks;4;0;0;https://medium.com/@SeoJaeDuk/designing-your-ai-deployment-b0042cba5865?source=tag_archive---------9-----------------------;https://medium.com/@SeoJaeDuk?source=tag_archive---------9-----------------------
Fundamental Concepts of Neural Nets: Perceptron;NaN;1;Samadrita Ghosh;Analytics Vidhya;2020;5;2;Neural Networks;4;1;0;https://medium.com/analytics-vidhya/fundamental-concepts-of-neural-nets-perceptron-1b1c1f9d88ed?source=tag_archive---------10-----------------------;https://medium.com/@samadritaghosh?source=tag_archive---------10-----------------------
ML Paper Challenge Day 21Dropout: A Simple Way to Prevent Neural Networks from Overfitting;NaN;1;Chun-kit Ho;NaN;2020;5;2;Neural Networks;4;2;0;https://medium.com/@ckho/ml-paper-challenge-day-21-dropout-a-simple-way-to-prevent-neural-networks-from-overfitting-8c5cbc22b356?source=tag_archive---------11-----------------------;https://medium.com/@ckho?source=tag_archive---------11-----------------------
Best Resources for Learning AI;Resources Ive used that helped start my journey into Artificial;1;Cyril Garcia;NaN;2020;5;2;Neural Networks;2;0;0;https://medium.com/@cyrilivargarcia/best-resources-for-learning-ai-6a745b127960?source=tag_archive---------12-----------------------;https://medium.com/@cyrilivargarcia?source=tag_archive---------12-----------------------
Machine Learning Data Analyzing;Machine learning is the science of getting computers to learn, without;1;Piyumi Radeeshani;NaN;2020;5;2;Neural Networks;3;0;0;https://medium.com/@piyumi-radeeshani/machine-learning-data-analyzing-2b596e600f0b?source=tag_archive---------13-----------------------;https://medium.com/@piyumi-radeeshani?source=tag_archive---------13-----------------------
NaN;NaN;0;Dimensionless;NaN;2020;5;2;Neural Networks;1;0;1;https://medium.com/python-in-plain-english/learning-convolutional-neural-network-cnn-with-pytorch-b10753898130?source=tag_archive---------14-----------------------;https://medium.com/@Dimensionless?source=tag_archive---------14-----------------------
How to build a Deep Learning model in 10 lines;NaN;1;Jordi TORRES.AI;Towards Data Science;2020;5;3;Neural Networks;19;57;0;https://towardsdatascience.com/how-to-build-a-deep-learning-model-in-10-lines-4f4c351d5da?source=tag_archive---------0-----------------------;https://towardsdatascience.com/@torres-ai?source=tag_archive---------0-----------------------
GlossBERT: BERT for Word Sense Disambiguation with Gloss Knowledge;NaN;1;Aakash Srinivasan;NaN;2020;5;3;Neural Networks;12;27;0;https://medium.com/@s.aakash3431/glossbert-bert-for-word-sense-disambiguation-with-gloss-knowledge-b73412204579?source=tag_archive---------1-----------------------;https://medium.com/@s.aakash3431?source=tag_archive---------1-----------------------
Neural Networks from scratch with NumpyPart 3: Logistic Regression;Sigmoid activation function is;1;Suraj Donthi;Towards Data Science;2020;5;3;Neural Networks;10;30;0;https://towardsdatascience.com/neural-networks-with-numpy-for-absolute-beginners-part-3-logistic-regression-18b474096a4e?source=tag_archive---------2-----------------------;https://towardsdatascience.com/@surajdonthi95?source=tag_archive---------2-----------------------
A neural network from scratch;Predicting Darth Vader using neurons, Python, and Numpy;1;Dennis Bakhuis;Towards Data Science;2020;5;3;Neural Networks;20;17;0;https://towardsdatascience.com/a-neural-network-from-scratch-c09fd2dea45d?source=tag_archive---------3-----------------------;https://towardsdatascience.com/@dennisbakhuis?source=tag_archive---------3-----------------------
Convolutional Neural Network;Understanding the intuition behind the layers;1;Geet Pithadia;Towards Data Science;2020;5;3;Neural Networks;9;81;0;https://towardsdatascience.com/convolutional-neural-network-1368ee2998d3?source=tag_archive---------4-----------------------;https://towardsdatascience.com/@gpithadia?source=tag_archive---------4-----------------------
Uma Introduo s Redes Neurais para Grafos (GNN);Parte 1: grafos, espao no euclidiano e primeiras;1;Otavio Cala a;NaN;2020;5;3;Neural Networks;9;33;0;https://medium.com/@otaviocx/uma-introdu%C3%A7%C3%A3o-%C3%A0s-redes-neurais-para-grafos-gnn-60e53fcd77d6?source=tag_archive---------5-----------------------;https://medium.com/@otaviocx?source=tag_archive---------5-----------------------
